"Paper ID","Rev ID","Rating","Theme","Accept"
1047,141,70,4,1
1149,141,91,4,1
1170,141,95,4,1
1173,141,91,5,1
1176,141,50,2,0
1184,141,75,4,1
1219,141,75,4,1
1277,141,68,4,1
1302,141,80,4,1
1309,141,100,5,1
1350,141,57,3,0
1352,141,64,3,0
