"Paper ID","Rev ID","Rating","Theme","Accept"
1044,164,90,2,1
1168,164,85,2,0
1203,164,100,2,1
1231,164,87,2,1
1249,164,98,4,1
1284,164,50,2,0
1299,164,80,4,0
1313,164,50,2,0
1315,164,50,3,0
1335,164,20,2,0
1338,164,75,3,1
1374,164,100,3,1
1405,164,90,4,1
