"Paper ID","Rev ID","Rating","Theme","Accept"
1057,113,82,3,1
1141,113,83,2,1
1171,113,90,5,1
1195,113,90,4,1
1251,113,80,4,1
1274,113,71,4,0
1301,113,70,3,0
1314,113,80,5,1
1331,113,95,5,1
1337,113,65,2,0
1360,113,91,4,1
1361,113,70,3,0
1365,113,92,4,1
