"Paper ID","Rev ID","Rating","Theme","Accept"
1144,117,70,4,0
1148,117,95,5,1
1164,117,88,4,1
1214,117,95,4,1
1242,117,85,4,1
1243,117,85,4,1
1293,117,70,4,0
1298,117,90,4,1
1317,117,95,4,1
1336,117,90,4,1
1355,117,70,4,0
1377,117,80,4,1
1406,117,70,3,0
