"Paper ID","Rev ID","Rating","Theme","Accept"
1150,165,83,3,1
1172,165,66,2,0
1191,165,90,4,1
1208,165,85,3,1
1213,165,45,2,0
1266,165,55,4,0
1294,165,77,4,1
1308,165,82,4,1
1328,165,86,4,1
1347,165,57,2,0
1366,165,64,2,0
1386,165,78,4,1
1392,165,78,3,1
