"Paper ID","Rev ID","Rating","Theme","Accept"
1180,161,95,4,1
1198,161,68,4,0
1240,161,90,4,1
1258,161,60,3,0
1276,161,60,4,0
1287,161,68,4,0
1306,161,88,5,1
1320,161,96,5,1
1329,161,74,2,0
1343,161,60,5,0
1348,161,98,5,1
1397,161,70,4,0
1398,161,90,5,1
