"Paper ID","Rev ID","Rating","Theme","Accept"
1044,107,90,3,1
1168,107,75,3,1
1203,107,85,3,1
1231,107,65,3,0
1249,107,90,3,1
1284,107,65,3,0
1299,107,85,3,1
1313,107,65,3,0
1315,107,65,3,0
1335,107,0,3,0
1338,107,60,3,0
1374,107,90,3,1
1405,107,65,3,0
