"Paper ID","Rev ID","Rating","Theme","Accept"
1180,120,85,2,0
1198,120,90,2,1
1240,120,95,4,1
1258,120,90,2,1
1276,120,85,2,0
1287,120,90,4,1
1306,120,80,2,0
1320,120,95,4,1
1329,120,80,2,0
1343,120,90,4,1
1348,120,85,3,0
1397,120,80,2,0
1398,120,80,3,0
