"Paper ID","Rev ID","Rating","Theme","Accept"
1207,156,50,4,0
1261,156,70,4,1
1264,156,75,4,1
1267,156,30,3,0
1268,156,65,4,1
1288,156,30,3,0
1300,156,20,3,0
1370,156,85,4,1
1373,156,50,4,0
1375,156,70,4,1
1385,156,55,3,0
1400,156,60,4,1
1403,156,40,4,0
