"Paper ID","Rev ID","Rating","Theme","Accept"
1045,133,30,3,0
1153,133,60,3,1
1158,133,85,4,1
1161,133,65,4,1
1178,133,40,3,0
1216,133,75,3,1
1260,133,60,3,1
1312,133,35,3,0
1380,133,40,3,0
1383,133,75,3,1
1384,133,70,3,1
1389,133,80,3,1
