"Paper ID","Rev ID","Rating","Theme","Accept"
1055,136,70,5,0
1058,136,76,4,0
1145,136,88,5,1
1163,136,94,5,1
1177,136,60,2,0
1211,136,86,5,1
1228,136,80,4,1
1247,136,94,5,1
1280,136,90,4,1
1292,136,84,4,1
1358,136,74,4,0
1363,136,83,4,1
1399,136,66,4,0
