"Paper ID","Rev ID","Rating","Theme","Accept"
1155,152,73,5,1
1186,152,25,2,0
1189,152,77,4,1
1212,152,85,5,1
1233,152,87,5,1
1275,152,85,4,1
1291,152,70,4,1
1297,152,35,2,0
1321,152,45,3,0
1356,152,95,5,1
1367,152,80,4,1
1368,152,40,3,0
1395,152,90,5,1
