"Paper ID","Rev ID","Rating","Theme","Accept"
1154,150,80,4,1
1248,150,80,3,1
1282,150,50,3,0
1285,150,85,3,1
1286,150,100,3,1
1289,150,70,3,1
1307,150,85,4,1
1327,150,90,4,1
1345,150,50,3,0
1349,150,100,3,1
1371,150,100,3,1
1372,150,100,3,1
