"Paper ID","Rev ID","Rating","Theme","Accept"
1055,162,90,5,1
1058,162,35,2,0
1145,162,50,4,0
1163,162,35,2,0
1177,162,50,4,0
1211,162,85,4,1
1228,162,80,3,1
1247,162,75,4,1
1280,162,75,3,1
1292,162,87,4,1
1358,162,80,5,1
1363,162,75,5,1
1399,162,60,4,0
