"Paper ID","Rev ID","Rating","Theme","Accept"
1079,128,75,2,1
1146,128,90,4,1
1179,128,70,2,1
1227,128,70,2,1
1232,128,75,2,1
1234,128,50,2,0
1237,128,85,2,1
1304,128,60,2,0
1324,128,90,4,1
1326,128,65,2,0
1333,128,80,2,1
1341,128,60,1,0
1402,128,90,4,1
