"Paper ID","Rev ID","Rating","Theme","Accept"
1152,115,95,3,1
1156,115,55,4,0
1162,115,70,3,1
1166,115,80,3,1
1220,115,60,3,0
1225,115,65,3,1
1252,115,60,3,0
1257,115,70,3,1
1271,115,50,3,0
1319,115,80,3,1
1325,115,65,3,1
1353,115,50,3,0
1407,115,80,3,1
