"Paper ID","Rev ID","Rating","Theme","Accept"
1152,125,93,2,1
1156,125,100,2,1
1162,125,30,2,0
1166,125,80,1,1
1220,125,83,4,1
1225,125,93,2,1
1252,125,70,2,0
1257,125,85,2,1
1271,125,70,2,0
1319,125,95,2,1
1325,125,86,2,1
1353,125,84,2,1
1407,125,72,4,1
