"Paper ID","Rev ID","Rating","Theme","Accept"
1045,109,78,2,1
1153,109,70,3,0
1158,109,93,2,1
1161,109,75,2,0
1178,109,70,2,0
1216,109,80,2,1
1260,109,73,2,0
1312,109,83,2,1
1380,109,80,3,1
1383,109,85,2,1
1384,109,87,2,1
1389,109,80,2,1
