"Paper ID","Rev ID","Rating","Theme","Accept"
1207,138,86,3,1
1261,138,66,2,0
1264,138,0,3,0
1267,138,70,2,1
1268,138,83,3,1
1288,138,75,5,1
1300,138,25,4,0
1370,138,90,3,1
1373,138,36,2,0
1375,138,95,2,1
1385,138,30,3,0
1400,138,72,2,1
1403,138,44,4,0
